01FB15ECS001,100000@gmail.com,7.64,4,2015,dcbaaaacb - 560055,9111200935,98.83%
01FB15ECS002,100001@gmail.com,8.82,4,2015,edddaaded - 560097,9167130869,99.42%
01FB15ECS003,100002@gmail.com,6.76,4,2015,daeddbecc - 560026,9106904541,96.23%
01FB15ECS004,100003@gmail.com,8.79,4,2015,acceedbdd - 560012,9159767169,97.67%
01FB15ECS005,100004@gmail.com,9.64,4,2015,deaaccebc - 560051,9102638496,99.95%
01FB15ECS006,100005@gmail.com,9.82,4,2015,abceceecb - 560086,9108741504,96.44%
01FB15ECS008,100006@gmail.com,9.21,4,2015,aaddacdbd - 560096,9113316364,97.11%
01FB15ECS009,100007@gmail.com,6.49,4,2015,ceccaaeee - 560093,9113248835,97.49%
01FB15ECS010,100008@gmail.com,8.49,4,2015,edaddabca - 560069,9169154407,98.51%
01FB15ECS011,100009@gmail.com,9.15,4,2015,abdbbabac - 560064,9185409388,95.30%
01FB15ECS012,100010@gmail.com,9.26,4,2015,bcebdbead - 560045,9152625518,96.16%
01FB15ECS014,100011@gmail.com,9.5,4,2015,cedebcccb - 560068,9132952643,95.16%
01FB15ECS015,100012@gmail.com,8.55,4,2015,deeeaccde - 560091,9194074893,99.76%
01FB15ECS016,100013@gmail.com,6.6,4,2015,aaedcbbdb - 560075,9146951031,97.47%
01FB15ECS017,100014@gmail.com,9.36,4,2015,eedbcdadb - 560068,9129235793,98.26%
01FB15ECS018,100015@gmail.com,7.93,4,2015,abeaccbbe - 560040,9143604376,98.79%
01FB15ECS019,100016@gmail.com,8.93,4,2015,ccbaccaad - 560032,9158694670,96.90%
01FB15ECS020,100017@gmail.com,6.73,4,2015,beccddcba - 560087,9116737737,95.75%
01FB15ECS021,100018@gmail.com,9.74,4,2015,edccacbbb - 560019,9144973330,97.10%
01FB15ECS022,100019@gmail.com,6.77,4,2015,acdbbbeaa - 560045,9165785035,96.40%
01FB15ECS023,100020@gmail.com,9.86,4,2015,ebcaaabda - 560048,9143862021,98.49%
01FB15ECS024,100021@gmail.com,6.94,4,2015,bbdcdbded - 560043,9183722711,98.74%
01FB15ECS025,100022@gmail.com,7.54,4,2015,acdbadddb - 560082,9171467096,99.84%
01FB15ECS026,100023@gmail.com,8.5,4,2015,cbbbbacbd - 560045,9101310075,99.21%
01FB15ECS027,100024@gmail.com,7.54,4,2015,cedceacad - 560078,9106939118,95.12%
01FB15ECS028,100025@gmail.com,7.31,4,2015,aeeecbaaa - 560084,9143866751,96.40%
01FB15ECS029,100026@gmail.com,6.27,4,2015,bcebbdaba - 560075,9104971694,96.30%
01FB15ECS030,100027@gmail.com,8.21,4,2015,eeedaeeba - 560072,9171047953,99.74%
01FB15ECS031,100028@gmail.com,6.4,4,2015,bcceebaeb - 560011,9138865312,95.47%
01FB15ECS032,100029@gmail.com,6.65,4,2015,ccedaadda - 560097,9132761304,99.44%
01FB15ECS033,100030@gmail.com,7.6,4,2015,aedbcebde - 560095,9101749748,95.33%
01FB15ECS034,100031@gmail.com,9.63,4,2015,bccdcacbe - 560073,9194343383,97.62%
01FB15ECS035,100032@gmail.com,6.58,4,2015,bceedecec - 560017,9166848421,97.30%
01FB15ECS036,100033@gmail.com,8.1,4,2015,bbaececdc - 560037,9175948517,98.95%
01FB15ECS037,100034@gmail.com,9.51,4,2015,addcaeeed - 560022,9128067143,99.50%
01FB15ECS038,100035@gmail.com,7.16,4,2015,eaeccdade - 560077,9142654234,97.52%
01FB15ECS039,100036@gmail.com,6.74,4,2015,dceacbbeb - 560015,9137697255,98.56%
01FB15ECS040,100037@gmail.com,7.97,4,2015,ccbddbade - 560088,9143389165,99.80%
01FB15ECS041,100038@gmail.com,9.19,4,2015,dceceeceb - 560044,9103387521,95.49%
01FB15ECS042,100039@gmail.com,8.78,4,2015,aeadaaabb - 560019,9178730445,98.99%
01FB15ECS043,100040@gmail.com,9.25,4,2015,ebabebeab - 560021,9151906801,96.27%
01FB15ECS044,100041@gmail.com,8.59,4,2015,caececcad - 560048,9197607639,96.37%
01FB15ECS045,100042@gmail.com,9.33,4,2015,badbaaded - 560029,9104640774,96.96%
01FB15ECS046,100043@gmail.com,8.88,4,2015,dbabeadca - 560083,9155522091,97.85%
01FB15ECS047,100044@gmail.com,8.11,4,2015,dbecebbda - 560041,9137461151,99.71%
01FB15ECS048,100045@gmail.com,9.33,4,2015,aceebedca - 560094,9119850403,96.88%
01FB15ECS049,100046@gmail.com,8.87,4,2015,becbaaead - 560011,9177440397,95.74%
